cum	dayOffset	fromHour	max	mean	min	region	timestamp	toHour	weatherParam
-1.0	-3	0	278.339355469	276.526489258	274.713623047	14	2017-11-06	6	2t
-1.0	-3	6	275.625244141	275.012858073	274.699707031	14	2017-11-06	12	2t
-1.0	-3	6	275.625244141	275.029785156	274.699707031	14	2017-11-06	18	2t
-1.0	-3	12	275.625244141	275.245198568	275.01171875	14	2017-11-06	18	2t
-1.0	-3	0	279.996582031	279.639770508	279.282958984	15	2017-11-06	6	2t
-1.0	-3	6	279.282958984	278.62117513	278.285644531	15	2017-11-06	12	2t
-1.0	-3	6	279.282958984	278.426367187	277.959716797	15	2017-11-06	18	2t
-1.0	-3	12	278.30859375	278.184651693	277.959716797	15	2017-11-06	18	2t
-1.0	-2	0	281.448730469	279.806274414	278.163818359	0	2017-11-06	6	2t
-1.0	-2	6	278.163818359	277.394124349	276.854980469	0	2017-11-06	12	2t
-1.0	-2	6	278.163818359	277.120703125	276.680908203	0	2017-11-06	18	2t
-1.0	-2	12	276.854980469	276.758707682	276.680908203	0	2017-11-06	18	2t
-1.0	-2	0	281.40625	281.062133789	280.718017578	1	2017-11-06	6	2t
-1.0	-2	6	280.718017578	279.912272135	279.213867188	1	2017-11-06	12	2t
-1.0	-2	6	280.718017578	279.361083984	278.322509766	1	2017-11-06	18	2t
-1.0	-2	12	279.213867188	278.760823568	278.322509766	1	2017-11-06	18	2t
-1.0	-2	0	280.605957031	280.364868164	280.123779297	2	2017-11-06	6	2t
-1.0	-2	6	280.592529297	280.30851237	280.123779297	2	2017-11-06	12	2t
-1.0	-2	6	280.592529297	280.129150391	279.671875	2	2017-11-06	18	2t
-1.0	-2	12	280.209228516	279.97648112	279.671875	2	2017-11-06	18	2t
-1.0	-2	0	275.856933594	274.35534668	272.853759766	3	2017-11-06	6	2t
-1.0	-2	6	272.853759766	272.731852214	272.631347656	3	2017-11-06	12	2t
-1.0	-2	6	272.853759766	272.646923828	272.458984375	3	2017-11-06	18	2t
-1.0	-2	12	272.710449219	272.583170573	272.458984375	3	2017-11-06	18	2t
-1.0	-2	0	281.159667969	280.645141602	280.130615234	4	2017-11-06	6	2t
-1.0	-2	6	280.130615234	279.849609375	279.626464844	4	2017-11-06	12	2t
-1.0	-2	6	280.130615234	279.587597656	279.009277344	4	2017-11-06	18	2t
-1.0	-2	12	279.791748047	279.393636068	279.009277344	4	2017-11-06	18	2t
-1.0	-2	0	281.421875	280.94128418	280.460693359	5	2017-11-06	6	2t
-1.0	-2	6	280.524414062	280.40616862	280.233398438	5	2017-11-06	12	2t
-1.0	-2	6	280.524414062	280.13671875	279.491210938	5	2017-11-06	18	2t
-1.0	-2	12	280.233398438	279.899495443	279.491210938	5	2017-11-06	18	2t
-1.0	-2	0	282.395996094	280.981811523	279.567626953	6	2017-11-06	6	2t
-1.0	-2	6	279.567626953	279.183024089	278.809814453	6	2017-11-06	12	2t
-1.0	-2	6	279.567626953	278.548779297	277.244140625	6	2017-11-06	18	2t
-1.0	-2	12	278.809814453	278.001546224	277.244140625	6	2017-11-06	18	2t
-1.0	-2	0	281.634277344	279.327514648	277.020751953	7	2017-11-06	6	2t
-1.0	-2	6	277.123046875	277.025553385	276.932861328	7	2017-11-06	12	2t
-1.0	-2	6	277.123046875	276.755664062	276.132324219	7	2017-11-06	18	2t
-1.0	-2	12	277.123046875	276.608235677	276.132324219	7	2017-11-06	18	2t
-1.0	-2	0	287.861328125	287.426147461	286.990966797	8	2017-11-06	6	2t
-1.0	-2	6	286.990966797	285.116292318	283.555664062	8	2017-11-06	12	2t
-1.0	-2	6	286.990966797	284.599804688	283.555664062	8	2017-11-06	18	2t
-1.0	-2	12	283.843505859	283.735270182	283.555664062	8	2017-11-06	18	2t
-1.0	-2	0	282.01171875	281.052612305	280.093505859	9	2017-11-06	6	2t
-1.0	-2	6	280.093505859	279.819824219	279.469482422	9	2017-11-06	12	2t
-1.0	-2	6	280.093505859	279.325244141	278.209960938	9	2017-11-06	18	2t
-1.0	-2	12	279.469482422	278.87874349	278.209960938	9	2017-11-06	18	2t
-1.0	-2	0	281.411621094	281.005493164	280.599365234	10	2017-11-06	6	2t
-1.0	-2	6	280.599365234	279.645589193	278.759277344	10	2017-11-06	12	2t
-1.0	-2	6	280.599365234	279.064501953	277.832519531	10	2017-11-06	18	2t
-1.0	-2	12	278.759277344	278.381673177	277.832519531	10	2017-11-06	18	2t
-1.0	-2	0	280.666015625	280.170532227	279.675048828	11	2017-11-06	6	2t
-1.0	-2	6	280.135742188	279.911539714	279.675048828	11	2017-11-06	12	2t
-1.0	-2	6	280.135742188	279.912792969	279.675048828	11	2017-11-06	18	2t
-1.0	-2	12	280.135742188	279.98836263	279.8125	11	2017-11-06	18	2t
-1.0	-2	0	281.476074219	280.563842773	279.651611328	12	2017-11-06	6	2t
-1.0	-2	6	279.651611328	279.271809896	279.075927734	12	2017-11-06	12	2t
-1.0	-2	6	279.651611328	278.927978516	278.201660156	12	2017-11-06	18	2t
-1.0	-2	12	279.075927734	278.633463542	278.201660156	12	2017-11-06	18	2t
-1.0	-2	0	281.192871094	279.906860352	278.620849609	13	2017-11-06	6	2t
-1.0	-2	6	278.620849609	277.177978516	275.671386719	13	2017-11-06	12	2t
-1.0	-2	6	278.620849609	276.243945312	274.675292969	13	2017-11-06	18	2t
-1.0	-2	12	275.671386719	275.119059245	274.675292969	13	2017-11-06	18	2t
-1.0	-2	0	275.856933594	274.35534668	272.853759766	14	2017-11-06	6	2t
-1.0	-2	6	272.853759766	272.731852214	272.631347656	14	2017-11-06	12	2t
-1.0	-2	6	272.853759766	272.646923828	272.458984375	14	2017-11-06	18	2t
-1.0	-2	12	272.710449219	272.583170573	272.458984375	14	2017-11-06	18	2t
-1.0	-2	0	280.308105469	278.697875977	277.087646484	15	2017-11-06	6	2t
-1.0	-2	6	277.087646484	275.943196615	275.215087891	15	2017-11-06	12	2t
-1.0	-2	6	277.087646484	275.401025391	274.428710938	15	2017-11-06	18	2t
-1.0	-2	12	275.215087891	274.796875	274.428710938	15	2017-11-06	18	2t
-1.0	-1	0	281.187011719	280.778320312	280.369628906	0	2017-11-06	6	2t
-1.0	-1	6	280.369628906	279.785400391	279.415039062	0	2017-11-06	12	2t
-1.0	-1	6	280.369628906	279.478515625	278.812011719	0	2017-11-06	18	2t
-1.0	-1	12	279.415039062	279.150472005	278.812011719	0	2017-11-06	18	2t
-1.0	-1	0	281.01953125	280.862670898	280.705810547	1	2017-11-06	6	2t
-1.0	-1	6	281.27734375	281.086669922	280.705810547	1	2017-11-06	12	2t
-1.0	-1	6	281.27734375	280.814355469	280.147216797	1	2017-11-06	18	2t
-1.0	-1	12	281.276855469	280.696207682	280.147216797	1	2017-11-06	18	2t
-1.0	-1	0	280.583496094	279.99987793	279.416259766	2	2017-11-06	6	2t
-1.0	-1	6	281.193359375	280.577148438	279.416259766	2	2017-11-06	12	2t
-1.0	-1	6	281.193359375	280.465625	279.416259766	2	2017-11-06	18	2t
-1.0	-1	12	281.193359375	280.596679688	280.0703125	2	2017-11-06	18	2t
-1.0	-1	0	277.747070312	276.207275391	274.667480469	3	2017-11-06	6	2t
-1.0	-1	6	274.667480469	274.428873698	274.015625	3	2017-11-06	12	2t
-1.0	-1	6	274.667480469	273.983642578	273.308837891	3	2017-11-06	18	2t
-1.0	-1	12	274.015625	273.549072266	273.308837891	3	2017-11-06	18	2t
-1.0	-1	0	280.626953125	280.616943359	280.606933594	4	2017-11-06	6	2t
-1.0	-1	6	280.606933594	280.452067057	280.222167969	4	2017-11-06	12	2t
-1.0	-1	6	280.606933594	280.191259766	279.680175781	4	2017-11-06	18	2t
-1.0	-1	12	280.527099609	280.042399089	279.680175781	4	2017-11-06	18	2t
-1.0	-1	0	280.377929688	280.313720703	280.249511719	5	2017-11-06	6	2t
-1.0	-1	6	280.916992188	280.735432943	280.377929688	5	2017-11-06	12	2t
-1.0	-1	6	280.916992188	280.651025391	280.316894531	5	2017-11-06	18	2t
-1.0	-1	12	280.916992188	280.655273438	280.316894531	5	2017-11-06	18	2t
-1.0	-1	0	281.646484375	281.631835938	281.6171875	6	2017-11-06	6	2t
-1.0	-1	6	281.6171875	280.917317708	280.332275391	6	2017-11-06	12	2t
-1.0	-1	6	281.6171875	280.406933594	279.273193359	6	2017-11-06	18	2t
-1.0	-1	12	280.332275391	279.871663411	279.273193359	6	2017-11-06	18	2t
-1.0	-1	0	281.02734375	280.794921875	280.5625	7	2017-11-06	6	2t
-1.0	-1	6	280.5625	278.87882487	278.011474609	7	2017-11-06	12	2t
-1.0	-1	6	280.5625	278.499755859	277.794189453	7	2017-11-06	18	2t
-1.0	-1	12	278.068115234	277.957926432	277.794189453	7	2017-11-06	18	2t
-1.0	-1	0	287.892578125	287.142456055	286.392333984	8	2017-11-06	6	2t
-1.0	-1	6	287.229248047	286.738688151	286.392333984	8	2017-11-06	12	2t
-1.0	-1	6	287.229248047	286.288330078	285.271728516	8	2017-11-06	18	2t
-1.0	-1	12	286.594482422	285.940022786	285.271728516	8	2017-11-06	18	2t
-1.0	-1	0	281.445800781	281.041748047	280.637695312	9	2017-11-06	6	2t
-1.0	-1	6	280.637695312	280.459879557	280.354003906	9	2017-11-06	12	2t
-1.0	-1	6	280.637695312	280.253613281	279.795898438	9	2017-11-06	18	2t
-1.0	-1	12	280.387939453	280.092122396	279.795898438	9	2017-11-06	18	2t
-1.0	-1	0	281.444335938	281.106689453	280.769042969	10	2017-11-06	6	2t
-1.0	-1	6	281.057128906	280.870849609	280.769042969	10	2017-11-06	12	2t
-1.0	-1	6	281.057128906	280.4875	279.387207031	10	2017-11-06	18	2t
-1.0	-1	12	280.786376953	280.203776042	279.387207031	10	2017-11-06	18	2t
-1.0	-1	0	280.313476562	280.056884766	279.800292969	11	2017-11-06	6	2t
-1.0	-1	6	280.488525391	280.2265625	279.800292969	11	2017-11-06	12	2t
-1.0	-1	6	280.488525391	280.231542969	279.800292969	11	2017-11-06	18	2t
-1.0	-1	12	280.390869141	280.289632161	280.140136719	11	2017-11-06	18	2t
-1.0	-1	0	280.663085938	280.266723633	279.870361328	12	2017-11-06	6	2t
-1.0	-1	6	279.875244141	279.826171875	279.732910156	12	2017-11-06	12	2t
-1.0	-1	6	279.875244141	279.511523437	278.858886719	12	2017-11-06	18	2t
-1.0	-1	12	279.732910156	279.270670573	278.858886719	12	2017-11-06	18	2t
-1.0	-1	0	280.891601562	279.952636719	279.013671875	13	2017-11-06	6	2t
-1.0	-1	6	279.013671875	278.850097656	278.650146484	13	2017-11-06	12	2t
-1.0	-1	6	279.013671875	278.393603516	277.423339844	13	2017-11-06	18	2t
-1.0	-1	12	278.650146484	278.022623698	277.423339844	13	2017-11-06	18	2t
-1.0	-1	0	277.747070312	276.207275391	274.667480469	14	2017-11-06	6	2t
-1.0	-1	6	274.667480469	274.428873698	274.015625	14	2017-11-06	12	2t
-1.0	-1	6	274.667480469	273.983642578	273.308837891	14	2017-11-06	18	2t
-1.0	-1	12	274.015625	273.549072266	273.308837891	14	2017-11-06	18	2t
-1.0	-1	0	280.430664062	279.33996582	278.249267578	15	2017-11-06	6	2t
-1.0	-1	6	278.435302734	278.270345052	278.126464844	15	2017-11-06	12	2t
-1.0	-1	6	278.435302734	277.990869141	277.291992188	15	2017-11-06	18	2t
-1.0	-1	12	278.435302734	277.85953776	277.291992188	15	2017-11-06	18	2t
-1.0	0	0	282.018798828	280.830810547	279.642822266	0	2017-11-06	6	2t
-1.0	0	6	279.642822266	279.0	278.650390625	0	2017-11-06	12	2t
-1.0	0	6	279.642822266	278.394189453	277.337646484	0	2017-11-06	18	2t
-1.0	0	12	278.650390625	277.873779297	277.337646484	0	2017-11-06	18	2t
-1.0	0	0	281.688720703	281.303466797	280.918212891	1	2017-11-06	6	2t
-1.0	0	6	280.979248047	280.834228516	280.605224609	1	2017-11-06	12	2t
-1.0	0	6	280.979248047	280.422900391	279.575439453	1	2017-11-06	18	2t
-1.0	0	12	280.605224609	280.072347005	279.575439453	1	2017-11-06	18	2t
-1.0	0	0	280.765380859	280.488037109	280.210693359	2	2017-11-06	6	2t
-1.0	0	6	280.985107422	280.626139323	280.210693359	2	2017-11-06	12	2t
-1.0	0	6	280.985107422	280.459960938	280.102050781	2	2017-11-06	18	2t
-1.0	0	12	280.682617188	280.368001302	280.102050781	2	2017-11-06	18	2t
-1.0	0	0	277.083251953	275.327880859	273.572509766	3	2017-11-06	6	2t
-1.0	0	6	273.572509766	273.480875651	273.404785156	3	2017-11-06	12	2t
-1.0	0	6	273.572509766	273.275195312	272.854980469	3	2017-11-06	18	2t
-1.0	0	12	273.404785156	273.112711589	272.854980469	3	2017-11-06	18	2t
-1.0	0	0	281.044677734	280.572021484	280.099365234	4	2017-11-06	6	2t
-1.0	0	6	280.099365234	280.02750651	279.89453125	4	2017-11-06	12	2t
-1.0	0	6	280.099365234	279.940234375	279.781005859	4	2017-11-06	18	2t
-1.0	0	12	279.89453125	279.837727865	279.781005859	4	2017-11-06	18	2t
-1.0	0	0	280.698486328	280.653808594	280.609130859	5	2017-11-06	6	2t
-1.0	0	6	281.010253906	280.732584635	280.489013672	5	2017-11-06	12	2t
-1.0	0	6	281.010253906	280.635107422	280.340332031	5	2017-11-06	18	2t
-1.0	0	12	281.010253906	280.662679036	280.340332031	5	2017-11-06	18	2t
-1.0	0	0	282.385986328	281.643310547	280.900634766	6	2017-11-06	6	2t
-1.0	0	6	280.900634766	280.287597656	279.921142578	6	2017-11-06	12	2t
-1.0	0	6	280.900634766	279.729052734	278.545654297	6	2017-11-06	18	2t
-1.0	0	12	279.921142578	279.23453776	278.545654297	6	2017-11-06	18	2t
-1.0	0	0	281.995849609	279.940673828	277.885498047	7	2017-11-06	6	2t
-1.0	0	6	277.885498047	277.828531901	277.71875	7	2017-11-06	12	2t
-1.0	0	6	277.885498047	277.505078125	276.826416016	7	2017-11-06	18	2t
-1.0	0	12	277.881347656	277.307047526	276.826416016	7	2017-11-06	18	2t
-1.0	0	0	288.162841797	287.612548828	287.062255859	8	2017-11-06	6	2t
-1.0	0	6	287.062255859	285.705240885	284.986083984	8	2017-11-06	12	2t
-1.0	0	6	287.062255859	285.127636719	283.977539062	8	2017-11-06	18	2t
-1.0	0	12	284.986083984	284.502848307	283.977539062	8	2017-11-06	18	2t
-1.0	0	0	282.041748047	281.038574219	280.035400391	9	2017-11-06	6	2t
-1.0	0	6	280.097412109	280.021077474	279.930419922	9	2017-11-06	12	2t
-1.0	0	6	280.097412109	279.913720703	279.626464844	9	2017-11-06	18	2t
-1.0	0	12	280.097412109	279.867594401	279.626464844	9	2017-11-06	18	2t
-1.0	0	0	281.849365234	281.493896484	281.138427734	10	2017-11-06	6	2t
-1.0	0	6	281.138427734	280.54671224	280.162353516	10	2017-11-06	12	2t
-1.0	0	6	281.138427734	280.001464844	278.860351562	10	2017-11-06	18	2t
-1.0	0	12	280.162353516	279.509847005	278.860351562	10	2017-11-06	18	2t
-1.0	0	0	280.652099609	280.392089844	280.132080078	11	2017-11-06	6	2t
-1.0	0	6	280.652099609	280.396077474	280.206542969	11	2017-11-06	12	2t
-1.0	0	6	280.652099609	280.391601562	280.206542969	11	2017-11-06	18	2t
-1.0	0	12	280.535644531	280.366455078	280.234130859	11	2017-11-06	18	2t
-1.0	0	0	281.981201172	280.862792969	279.744384766	12	2017-11-06	6	2t
-1.0	0	6	279.744384766	279.470621745	279.192138672	12	2017-11-06	12	2t
-1.0	0	6	279.744384766	279.301513672	279.009765625	12	2017-11-06	18	2t
-1.0	0	12	279.192138672	279.095947266	279.009765625	12	2017-11-06	18	2t
-1.0	0	0	281.355712891	280.203369141	279.051025391	13	2017-11-06	6	2t
-1.0	0	6	279.051025391	278.316731771	277.778808594	13	2017-11-06	12	2t
-1.0	0	6	279.051025391	277.584179688	276.077636719	13	2017-11-06	18	2t
-1.0	0	12	277.778808594	276.916503906	276.077636719	13	2017-11-06	18	2t
-1.0	0	0	277.083251953	275.327880859	273.572509766	14	2017-11-06	6	2t
-1.0	0	6	273.572509766	273.480875651	273.404785156	14	2017-11-06	12	2t
-1.0	0	6	273.572509766	273.275195312	272.854980469	14	2017-11-06	18	2t
-1.0	0	12	273.404785156	273.112711589	272.854980469	14	2017-11-06	18	2t
-1.0	0	0	281.032958984	279.515136719	277.997314453	15	2017-11-06	6	2t
-1.0	0	6	277.997314453	277.467773438	277.010986328	15	2017-11-06	12	2t
-1.0	0	6	277.997314453	277.035742187	276.083740234	15	2017-11-06	18	2t
-1.0	0	12	277.010986328	276.595458984	276.083740234	15	2017-11-06	18	2t
-1.0	-6	0	279.850585938	279.515869141	279.181152344	0	2017-11-07	6	2t
-1.0	-6	6	280.940429688	280.395507812	279.850585938	0	2017-11-07	12	2t
-1.0	-6	6	280.940429688	280.535888672	279.850585938	0	2017-11-07	18	2t
-1.0	-6	12	280.940429688	280.878540039	280.816650391	0	2017-11-07	18	2t
-1.0	-6	0	279.666259766	279.624023438	279.581787109	1	2017-11-07	6	2t
-1.0	-6	6	281.762451172	280.672119141	279.581787109	1	2017-11-07	12	2t
-1.0	-6	6	282.600830078	281.315022786	279.581787109	1	2017-11-07	18	2t
-1.0	-6	12	282.600830078	282.181640625	281.762451172	1	2017-11-07	18	2t
-1.0	-6	0	279.841064453	279.11340332	278.385742188	2	2017-11-07	6	2t
-1.0	-6	6	282.379638672	281.110351562	279.841064453	2	2017-11-07	12	2t
-1.0	-6	6	282.379638672	281.43766276	279.841064453	2	2017-11-07	18	2t
-1.0	-6	12	282.379638672	282.235961914	282.092285156	2	2017-11-07	18	2t
-1.0	-6	0	275.471435547	275.442626953	275.413818359	3	2017-11-07	6	2t
-1.0	-6	6	276.574951172	275.994384766	275.413818359	3	2017-11-07	12	2t
-1.0	-6	6	276.574951172	276.072835286	275.413818359	3	2017-11-07	18	2t
-1.0	-6	12	276.574951172	276.40234375	276.229736328	3	2017-11-07	18	2t
-1.0	-6	0	281.169921875	280.307128906	279.444335938	4	2017-11-07	6	2t
-1.0	-6	6	282.641113281	281.905517578	281.169921875	4	2017-11-07	12	2t
-1.0	-6	6	282.641113281	282.144856771	281.169921875	4	2017-11-07	18	2t
-1.0	-6	12	282.641113281	282.632324219	282.623535156	4	2017-11-07	18	2t
-1.0	-6	0	281.906005859	280.653198242	279.400390625	5	2017-11-07	6	2t
-1.0	-6	6	283.761474609	282.833740234	281.906005859	5	2017-11-07	12	2t
-1.0	-6	6	283.761474609	282.843505859	281.906005859	5	2017-11-07	18	2t
-1.0	-6	12	283.761474609	283.312255859	282.863037109	5	2017-11-07	18	2t
-1.0	-6	0	279.434082031	278.95300293	278.471923828	6	2017-11-07	6	2t
-1.0	-6	6	282.714599609	281.07434082	279.434082031	6	2017-11-07	12	2t
-1.0	-6	6	282.714599609	281.10530599	279.434082031	6	2017-11-07	18	2t
-1.0	-6	12	282.714599609	281.940917969	281.167236328	6	2017-11-07	18	2t
-1.0	-6	0	278.583496094	277.967895508	277.352294922	7	2017-11-07	6	2t
-1.0	-6	6	282.032226562	280.307861328	278.583496094	7	2017-11-07	12	2t
-1.0	-6	6	282.032226562	280.378336589	278.583496094	7	2017-11-07	18	2t
-1.0	-6	12	282.032226562	281.275756836	280.519287109	7	2017-11-07	18	2t
-1.0	-6	0	285.034667969	285.018676758	285.002685547	8	2017-11-07	6	2t
-1.0	-6	6	286.729003906	285.865844727	285.002685547	8	2017-11-07	12	2t
-1.0	-6	6	286.729003906	285.741943359	285.002685547	8	2017-11-07	18	2t
-1.0	-6	12	286.729003906	286.111572266	285.494140625	8	2017-11-07	18	2t
-1.0	-6	0	281.007080078	280.252685547	279.498291016	9	2017-11-07	6	2t
-1.0	-6	6	282.026855469	281.516967773	281.007080078	9	2017-11-07	12	2t
-1.0	-6	6	282.190917969	281.741617839	281.007080078	9	2017-11-07	18	2t
-1.0	-6	12	282.190917969	282.108886719	282.026855469	9	2017-11-07	18	2t
-1.0	-6	0	278.710205078	278.639282227	278.568359375	10	2017-11-07	6	2t
-1.0	-6	6	281.802734375	280.256469727	278.710205078	10	2017-11-07	12	2t
-1.0	-6	6	281.802734375	280.583821615	278.710205078	10	2017-11-07	18	2t
-1.0	-6	12	281.802734375	281.520629883	281.238525391	10	2017-11-07	18	2t
-1.0	-6	0	280.881347656	280.375	279.868652344	11	2017-11-07	6	2t
-1.0	-6	6	284.979492188	282.930419922	280.881347656	11	2017-11-07	12	2t
-1.0	-6	6	284.979492188	283.245768229	280.881347656	11	2017-11-07	18	2t
-1.0	-6	12	284.979492188	284.427978516	283.876464844	11	2017-11-07	18	2t
-1.0	-6	0	279.90625	279.251220703	278.596191406	12	2017-11-07	6	2t
-1.0	-6	6	282.390869141	281.14855957	279.90625	12	2017-11-07	12	2t
-1.0	-6	6	282.390869141	281.289469401	279.90625	12	2017-11-07	18	2t
-1.0	-6	12	282.390869141	281.981079102	281.571289062	12	2017-11-07	18	2t
-1.0	-6	0	278.979736328	278.718994141	278.458251953	13	2017-11-07	6	2t
-1.0	-6	6	280.415527344	279.436889648	278.458251953	13	2017-11-07	12	2t
-1.0	-6	6	280.415527344	279.602213542	278.458251953	13	2017-11-07	18	2t
-1.0	-6	12	280.415527344	280.174194336	279.932861328	13	2017-11-07	18	2t
-1.0	-6	0	275.471435547	275.442626953	275.413818359	14	2017-11-07	6	2t
-1.0	-6	6	276.574951172	275.994384766	275.413818359	14	2017-11-07	12	2t
-1.0	-6	6	276.574951172	276.072835286	275.413818359	14	2017-11-07	18	2t
-1.0	-6	12	276.574951172	276.40234375	276.229736328	14	2017-11-07	18	2t
-1.0	-6	0	278.724609375	278.457519531	278.190429688	15	2017-11-07	6	2t
-1.0	-6	6	279.581787109	279.153198242	278.724609375	15	2017-11-07	12	2t
-1.0	-6	6	279.581787109	279.267333984	278.724609375	15	2017-11-07	18	2t
-1.0	-6	12	279.581787109	279.538696289	279.495605469	15	2017-11-07	18	2t
-1.0	-5	0	279.825439453	279.476074219	279.126708984	0	2017-11-07	6	2t
-1.0	-5	6	281.707519531	280.417114258	279.126708984	0	2017-11-07	12	2t
-1.0	-5	6	281.707519531	280.534179688	279.126708984	0	2017-11-07	18	2t
-1.0	-5	12	281.707519531	281.237915039	280.768310547	0	2017-11-07	18	2t
-1.0	-5	0	280.976074219	280.770385742	280.564697266	1	2017-11-07	6	2t
-1.0	-5	6	282.145507812	281.560791016	280.976074219	1	2017-11-07	12	2t
-1.0	-5	6	282.145507812	281.529785156	280.976074219	1	2017-11-07	18	2t
-1.0	-5	12	282.145507812	281.806640625	281.467773438	1	2017-11-07	18	2t
-1.0	-5	0	280.416992188	280.246948242	280.076904297	2	2017-11-07	6	2t
-1.0	-5	6	281.169677734	280.623291016	280.076904297	2	2017-11-07	12	2t
-1.0	-5	6	281.185058594	280.810546875	280.076904297	2	2017-11-07	18	2t
-1.0	-5	12	281.185058594	281.177368164	281.169677734	2	2017-11-07	18	2t
-1.0	-5	0	273.802001953	273.381713867	272.961425781	3	2017-11-07	6	2t
-1.0	-5	6	274.965820312	274.383911133	273.802001953	3	2017-11-07	12	2t
-1.0	-5	6	274.965820312	274.543457031	273.802001953	3	2017-11-07	18	2t
-1.0	-5	12	274.965820312	274.91418457	274.862548828	3	2017-11-07	18	2t
-1.0	-5	0	280.242919922	280.182373047	280.121826172	4	2017-11-07	6	2t
-1.0	-5	6	281.420654297	280.771240234	280.121826172	4	2017-11-07	12	2t
-1.0	-5	6	281.849365234	281.130615234	280.121826172	4	2017-11-07	18	2t
-1.0	-5	12	281.849365234	281.635009766	281.420654297	4	2017-11-07	18	2t
-1.0	-5	0	280.643310547	280.629760742	280.616210938	5	2017-11-07	6	2t
-1.0	-5	6	283.594726562	282.10546875	280.616210938	5	2017-11-07	12	2t
-1.0	-5	6	283.594726562	282.176025391	280.616210938	5	2017-11-07	18	2t
-1.0	-5	12	283.594726562	282.955932617	282.317138672	5	2017-11-07	18	2t
-1.0	-5	0	279.604736328	279.358764648	279.112792969	6	2017-11-07	6	2t
-1.0	-5	6	281.549316406	280.331054688	279.112792969	6	2017-11-07	12	2t
-1.0	-5	6	281.549316406	280.490641276	279.112792969	6	2017-11-07	18	2t
-1.0	-5	12	281.549316406	281.17956543	280.809814453	6	2017-11-07	18	2t
-1.0	-5	0	278.077392578	278.061035156	278.044677734	7	2017-11-07	6	2t
-1.0	-5	6	280.529541016	279.303466797	278.077392578	7	2017-11-07	12	2t
-1.0	-5	6	280.529541016	279.562011719	278.077392578	7	2017-11-07	18	2t
-1.0	-5	12	280.529541016	280.304321289	280.079101562	7	2017-11-07	18	2t
-1.0	-5	0	285.312011719	285.023803711	284.735595703	8	2017-11-07	6	2t
-1.0	-5	6	287.053955078	286.182983398	285.312011719	8	2017-11-07	12	2t
-1.0	-5	6	287.053955078	286.041910807	285.312011719	8	2017-11-07	18	2t
-1.0	-5	12	287.053955078	286.406860352	285.759765625	8	2017-11-07	18	2t
-1.0	-5	0	280.312988281	280.216918945	280.120849609	9	2017-11-07	6	2t
-1.0	-5	6	281.151855469	280.636352539	280.120849609	9	2017-11-07	12	2t
-1.0	-5	6	281.762207031	281.01163737	280.120849609	9	2017-11-07	18	2t
-1.0	-5	12	281.762207031	281.45703125	281.151855469	9	2017-11-07	18	2t
-1.0	-5	0	279.380615234	279.318115234	279.255615234	10	2017-11-07	6	2t
-1.0	-5	6	281.171875	280.276245117	279.380615234	10	2017-11-07	12	2t
-1.0	-5	6	281.171875	280.549479167	279.380615234	10	2017-11-07	18	2t
-1.0	-5	12	281.171875	281.133911133	281.095947266	10	2017-11-07	18	2t
-1.0	-5	0	280.807128906	280.272705078	279.73828125	11	2017-11-07	6	2t
-1.0	-5	6	285.099365234	282.418823242	279.73828125	11	2017-11-07	12	2t
-1.0	-5	6	285.099365234	282.377360026	279.73828125	11	2017-11-07	18	2t
-1.0	-5	12	285.099365234	283.696899414	282.294433594	11	2017-11-07	18	2t
-1.0	-5	0	279.192626953	279.097045898	279.001464844	12	2017-11-07	6	2t
-1.0	-5	6	280.30859375	279.655029297	279.001464844	12	2017-11-07	12	2t
-1.0	-5	6	280.590820312	279.966959635	279.001464844	12	2017-11-07	18	2t
-1.0	-5	12	280.590820312	280.449707031	280.30859375	12	2017-11-07	18	2t
-1.0	-5	0	277.615966797	277.478271484	277.340576172	13	2017-11-07	6	2t
-1.0	-5	6	278.524658203	278.0703125	277.615966797	13	2017-11-07	12	2t
-1.0	-5	6	278.843994141	278.32820638	277.615966797	13	2017-11-07	18	2t
-1.0	-5	12	278.843994141	278.684326172	278.524658203	13	2017-11-07	18	2t
-1.0	-5	0	273.802001953	273.381713867	272.961425781	14	2017-11-07	6	2t
-1.0	-5	6	274.965820312	274.383911133	273.802001953	14	2017-11-07	12	2t
-1.0	-5	6	274.965820312	274.543457031	273.802001953	14	2017-11-07	18	2t
-1.0	-5	12	274.965820312	274.91418457	274.862548828	14	2017-11-07	18	2t
-1.0	-5	0	278.068847656	277.835571289	277.602294922	15	2017-11-07	6	2t
-1.0	-5	6	279.020996094	278.544921875	278.068847656	15	2017-11-07	12	2t
-1.0	-5	6	279.196777344	278.762207031	278.068847656	15	2017-11-07	18	2t
-1.0	-5	12	279.196777344	279.108886719	279.020996094	15	2017-11-07	18	2t
-1.0	-4	0	280.243896484	279.917114258	279.590332031	0	2017-11-07	6	2t
-1.0	-4	6	279.649658203	279.619995117	279.590332031	0	2017-11-07	12	2t
-1.0	-4	6	279.649658203	279.340332031	278.781005859	0	2017-11-07	18	2t
-1.0	-4	12	279.649658203	279.215332031	278.781005859	0	2017-11-07	18	2t
-1.0	-4	0	280.219726562	280.212158203	280.204589844	1	2017-11-07	6	2t
-1.0	-4	6	281.270751953	280.745239258	280.219726562	1	2017-11-07	12	2t
